record_id,plant,line_id,machine_id,shift,operator_experience_years,material_batch,ambient_temp_c,ambient_humidity_pct,vibration_rms,pressure_bar,feed_rate_mm_s,laser_power_w,coolant_flow_l_min,thickness_mm,tensile_strength_mpa,surface_roughness_um,defect_flag,defect_type,rework_needed
7361,Plant_A,L3,M12,evening,4.45,B122,20.17,50.1,0.873,5.153,14.49,275.2,8.55,1.176,518.12,2.141,0,none,0
7362,Plant_A,L4,M10,night,2.12,B077,20.49,45.7,0.814,6.26,27.86,390.9,8.06,1.144,554.58,2.026,0,none,0
7363,Plant_B,L1,M14,day,10.39,B104,14.35,57.6,0.684,5.988,16.14,371.1,6.54,1.268,572.81,1.904,0,none,0
7364,Plant_A,L3,M02,day,4.42,B093,26.45,68.7,1.184,4.441,24.4,404.2,7.2,1.131,545.88,2.342,0,none,0
7365,Plant_C,L3,M12,day,3.84,B004,25.93,60.9,1.138,5.577,19.76,417.0,9.93,1.101,553.32,2.612,0,none,0
7366,Plant_B,L2,M20,evening,3.53,B035,17.83,49.8,0.96,5.731,27.91,379.3,7.48,1.327,543.63,2.354,0,none,0
7367,Plant_A,L3,M02,day,2.49,B123,29.46,60.1,0.636,6.729,28.19,335.3,6.47,1.134,508.7,2.74,0,none,0
7368,Plant_A,L1,M11,evening,0.0,B085,19.62,57.1,0.675,4.169,22.19,322.0,6.78,1.219,509.34,2.78,0,none,0
7369,Plant_B,L1,M04,evening,7.28,B147,18.13,36.1,0.628,5.407,20.61,390.0,7.61,1.238,613.7,1.955,0,none,0
7370,Plant_A,L1,M18,day,2.02,B079,20.59,50.7,1.054,4.541,19.52,275.9,8.02,1.21,523.38,2.041,0,none,0
7371,Plant_B,L2,M07,night,7.67,B105,28.57,49.3,1.681,5.982,29.96,381.4,10.42,1.121,551.31,2.473,0,none,0
7372,Plant_C,L1,M14,evening,8.68,B048,24.44,45.9,0.51,4.471,26.66,377.9,9.25,1.374,574.17,1.707,0,none,0
7373,Plant_C,L1,M09,evening,5.56,B109,15.37,58.5,0.921,5.121,16.95,350.2,6.87,1.129,570.77,2.415,0,none,0
7374,Plant_C,L2,M16,day,7.46,B004,19.17,45.9,0.879,4.965,31.49,359.1,8.83,1.133,586.29,1.969,0,none,0
7375,Plant_B,L4,M16,evening,0.0,B019,24.84,44.5,0.442,5.765,21.75,386.1,7.23,1.243,529.53,1.827,0,none,0
7376,Plant_A,L1,M18,day,0.27,B144,20.32,39.0,0.755,6.062,18.71,311.2,8.17,1.183,469.97,1.704,0,none,0
7377,Plant_C,L3,M18,day,4.17,B116,21.26,61.0,0.823,4.913,23.57,311.3,7.4,1.253,520.18,2.704,0,none,0
7378,Plant_B,L3,M18,day,6.96,B062,26.77,39.9,0.897,5.881,19.87,332.6,9.09,1.29,569.09,1.869,0,none,0
7379,Plant_C,L2,M16,evening,2.41,B026,17.54,43.8,0.907,5.823,32.18,304.1,8.97,1.299,514.64,2.313,0,none,0
7380,Plant_A,L4,M02,day,8.8,B138,24.67,40.2,1.254,6.073,20.87,407.1,9.0,1.204,599.4,2.285,0,none,0
7381,Plant_A,L3,M15,night,5.78,B087,17.85,49.2,1.521,6.002,21.45,345.9,7.76,1.239,587.74,2.821,0,none,0
7382,Plant_A,L3,M08,day,5.43,B143,20.98,28.0,0.684,6.352,28.2,417.6,8.03,1.166,638.44,1.929,0,none,0
7383,Plant_B,L2,M04,day,5.14,B007,21.16,54.2,1.352,4.702,19.49,360.8,8.44,1.135,576.8,2.473,0,none,0
7384,Plant_B,L3,M15,day,0.0,B016,23.92,44.1,0.865,5.604,18.57,324.3,9.59,1.095,511.16,1.913,0,none,0
7385,Plant_A,L2,M17,night,3.7,B007,23.75,52.6,0.977,5.448,25.77,353.9,7.42,1.18,511.69,2.088,0,none,0
7386,Plant_A,L1,M13,evening,11.68,B043,21.51,58.1,1.115,5.44,18.37,346.6,9.42,1.202,586.08,2.559,0,none,0
7387,Plant_A,L1,M03,evening,9.18,B103,26.76,44.5,1.974,5.563,19.21,360.5,6.79,1.173,580.79,2.2,0,none,0
7388,Plant_A,L3,M15,evening,12.46,B023,28.17,39.2,0.969,4.58,21.16,347.7,8.08,1.329,572.09,1.762,0,none,0
7389,Plant_C,L2,M15,evening,10.12,B082,24.4,55.1,1.46,5.626,24.43,345.2,6.5,1.037,585.16,2.089,0,none,0
7390,Plant_B,L1,M14,evening,8.35,B116,19.53,57.9,0.669,5.525,21.57,366.9,8.66,1.17,542.86,2.117,0,none,0
7391,Plant_B,L2,M14,evening,5.85,B149,15.62,30.7,1.275,4.732,30.46,402.0,7.5,1.21,563.68,2.322,0,none,0
7392,Plant_A,L4,M18,evening,7.26,B063,15.08,74.5,1.225,3.961,19.21,381.5,6.64,1.247,547.18,2.388,0,none,0
7393,Plant_A,L2,M01,day,0.0,B135,31.11,37.5,0.779,5.851,26.62,379.7,8.67,1.17,521.73,1.537,0,none,0
7394,Plant_A,L1,M02,day,9.4,B071,21.31,46.4,0.523,5.158,17.67,344.5,7.08,1.212,569.44,1.802,0,none,0
7395,Plant_A,L4,M08,evening,5.39,B129,21.55,66.6,0.658,5.004,22.53,395.8,5.29,1.137,535.96,2.168,0,none,0
7396,Plant_B,L1,M06,night,6.27,B060,18.75,66.6,1.474,5.191,24.0,359.8,9.36,1.358,526.21,2.631,0,none,0
7397,Plant_C,L1,M15,day,3.55,B089,24.12,70.9,0.648,5.611,23.92,317.2,6.53,1.106,503.64,2.509,1,warp,1
7398,Plant_B,L1,M07,evening,7.01,B003,25.57,49.4,0.54,5.407,26.22,319.5,6.14,1.208,532.16,2.057,0,none,0
7399,Plant_B,L3,M05,evening,3.99,B013,23.29,34.4,1.243,5.142,17.08,379.4,7.97,1.325,563.6,2.454,0,none,0
7400,Plant_A,L3,M01,day,4.71,B005,20.29,39.5,0.88,5.828,13.57,339.5,6.32,1.191,538.16,2.17,0,none,0
7401,Plant_A,L3,M09,night,9.67,B089,23.14,52.2,0.976,5.687,25.78,375.4,5.86,1.27,599.02,2.216,0,none,0
7402,Plant_C,L1,M16,evening,6.17,B018,24.22,38.8,1.162,4.976,16.4,356.2,9.39,1.07,543.47,2.51,0,none,0
7403,Plant_B,L2,M10,evening,7.02,B070,24.16,51.8,0.723,5.447,18.39,341.6,7.88,1.259,552.22,1.63,0,none,0
7404,Plant_C,L2,M06,evening,7.05,B116,33.95,60.2,1.101,5.165,31.48,367.4,7.87,1.356,536.01,2.287,0,none,0
7405,Plant_A,L1,M16,day,6.81,B003,25.1,58.6,0.742,5.003,22.06,321.3,7.04,1.185,548.64,2.339,0,none,0
7406,Plant_A,L4,M14,day,8.7,B003,21.7,58.5,1.214,4.468,23.17,455.3,8.67,1.205,633.24,2.371,0,none,0
7407,Plant_C,L4,M06,evening,6.89,B017,15.19,88.9,1.111,5.354,27.4,321.3,5.2,1.204,516.65,2.476,0,none,0
7408,Plant_C,L2,M19,night,8.59,B072,22.35,47.3,1.223,5.935,25.81,402.2,7.29,1.284,587.7,2.508,0,none,0
7409,Plant_C,L3,M16,day,2.97,B052,20.59,60.8,0.912,4.292,18.8,367.1,6.04,1.26,523.29,2.158,0,none,0
7410,Plant_B,L4,M06,day,7.28,B075,15.97,61.9,1.457,4.893,18.29,366.7,6.8,1.211,565.46,1.942,0,none,0
7411,Plant_A,L2,M01,day,1.92,B112,19.4,32.6,0.751,5.414,17.62,310.5,8.06,1.147,524.81,2.182,1,void,1
7412,Plant_C,L1,M03,day,11.2,B037,18.13,56.5,0.829,6.168,27.17,342.2,6.89,1.131,575.81,2.163,0,none,0
7413,Plant_B,L3,M02,night,6.26,B035,18.07,60.1,0.896,6.48,22.9,307.3,7.69,1.115,548.95,2.473,0,none,0
7414,Plant_C,L3,M01,day,6.1,B130,13.28,46.7,1.885,6.847,20.34,342.2,8.88,1.201,583.9,2.822,0,none,0
7415,Plant_B,L1,M02,day,9.38,B121,19.56,51.7,0.692,6.095,20.2,304.3,7.65,1.175,550.09,1.765,0,none,0
7416,Plant_B,L4,M03,day,9.54,B021,22.36,49.0,1.25,4.778,23.19,319.2,8.31,1.088,538.91,2.112,0,none,0
7417,Plant_C,L1,M14,night,7.35,B139,19.63,52.6,0.928,6.407,11.48,362.4,8.05,1.308,573.56,2.142,0,none,0
7418,Plant_A,L2,M12,night,2.88,B133,17.28,32.4,1.372,4.141,24.02,374.8,11.02,1.178,583.43,1.821,0,none,0
7419,Plant_A,L4,M20,day,5.96,B099,24.01,65.4,0.573,5.622,21.36,362.9,9.43,1.154,573.49,1.595,0,none,0
7420,Plant_A,L3,M09,day,4.45,B139,21.45,46.6,1.097,5.233,31.69,340.7,8.06,1.2,549.54,2.152,0,none,0
7421,Plant_C,L2,M05,day,4.18,B052,24.18,60.7,0.84,5.364,13.08,315.4,7.57,1.143,550.81,2.675,0,none,0
7422,Plant_A,L1,M14,evening,8.29,B044,23.77,63.4,0.616,5.646,15.59,359.7,8.29,1.285,551.82,1.898,0,none,0
7423,Plant_B,L1,M13,evening,6.04,B139,24.83,50.9,1.534,5.078,17.46,338.7,8.76,1.239,533.27,2.136,0,none,0
7424,Plant_B,L3,M04,evening,5.68,B127,32.05,36.3,0.965,5.064,24.63,339.2,9.62,1.289,533.49,2.564,0,none,0
7425,Plant_A,L1,M11,evening,0.4,B096,23.24,52.3,0.811,4.226,28.9,297.8,7.97,1.218,477.17,2.121,0,none,0
7426,Plant_B,L3,M20,day,6.57,B069,16.04,50.1,0.47,6.089,21.58,355.8,8.69,1.254,552.78,1.989,0,none,0
7427,Plant_A,L4,M19,night,5.55,B076,22.98,90.0,0.736,5.473,22.05,324.3,7.69,1.198,512.93,2.31,0,none,0
7428,Plant_A,L4,M08,night,5.99,B085,25.61,60.1,1.59,5.325,20.12,356.5,6.91,1.158,555.72,3.058,0,none,0
7429,Plant_A,L1,M13,evening,7.05,B105,18.75,45.3,0.5,5.993,18.0,343.9,7.66,1.229,555.89,1.665,0,none,0
7430,Plant_C,L3,M15,day,3.2,B039,20.57,61.4,0.575,6.267,23.15,398.5,8.15,1.318,540.0,1.506,0,none,0
7431,Plant_A,L4,M15,day,3.77,B136,21.01,75.8,2.285,5.476,11.16,420.1,7.38,1.202,540.69,3.208,0,none,0
7432,Plant_A,L1,M06,day,8.22,B038,13.87,44.4,0.983,5.982,24.03,374.4,8.64,1.067,599.76,1.684,0,none,0
7433,Plant_B,L1,M14,day,1.72,B003,21.66,50.9,0.714,4.815,18.02,364.3,6.49,1.245,581.64,2.044,0,none,0
7434,Plant_C,L2,M19,evening,3.42,B118,31.71,60.2,0.873,5.06,32.66,284.5,6.27,1.377,464.95,1.952,0,none,0
7435,Plant_A,L2,M08,evening,4.15,B030,21.04,53.9,1.41,4.621,26.37,324.0,6.63,1.02,555.02,2.577,0,none,0
7436,Plant_A,L2,M05,evening,13.84,B095,14.38,38.9,0.634,4.038,24.22,369.2,8.35,1.18,583.09,1.521,0,none,0
7437,Plant_B,L1,M07,evening,8.93,B074,25.34,25.2,1.492,6.262,15.2,393.3,10.48,1.181,620.76,1.82,0,none,0
7438,Plant_C,L2,M01,day,1.86,B127,13.77,48.3,0.794,4.638,17.84,343.9,8.3,1.271,528.77,1.957,0,none,0
7439,Plant_A,L3,M09,day,2.64,B031,23.01,65.6,0.854,5.881,24.2,333.1,8.05,1.088,526.41,2.432,0,none,0
7440,Plant_B,L1,M18,evening,7.44,B146,20.49,55.0,0.914,5.964,22.51,389.9,7.96,1.198,583.8,1.861,1,warp,1
7441,Plant_C,L3,M15,night,3.52,B087,25.36,55.5,0.637,5.967,21.11,322.7,10.57,1.276,529.33,1.112,0,none,0
7442,Plant_B,L1,M13,day,3.05,B092,10.42,51.3,0.798,4.859,27.13,371.0,10.21,1.244,543.95,2.291,0,none,0
7443,Plant_A,L2,M17,day,10.13,B111,13.29,55.5,0.618,4.76,22.32,352.7,9.3,1.11,590.03,1.863,0,none,0
7444,Plant_B,L3,M19,day,6.34,B119,16.57,39.9,0.956,6.193,24.82,365.1,7.04,1.119,556.91,1.701,0,none,0
7445,Plant_B,L4,M19,evening,0.0,B147,17.83,47.5,0.804,4.981,23.95,287.8,9.46,1.157,490.03,2.561,0,none,0
7446,Plant_A,L1,M03,evening,6.32,B002,14.84,35.2,1.163,5.46,28.41,336.0,7.72,1.194,530.01,1.989,0,none,0
7447,Plant_A,L2,M13,night,7.98,B010,20.65,58.1,1.077,5.116,11.3,389.1,8.66,1.254,598.95,2.713,0,none,0
7448,Plant_A,L3,M08,evening,8.46,B039,16.57,15.0,0.721,6.278,23.6,368.4,8.27,1.113,581.01,2.543,0,none,0
7449,Plant_C,L3,M07,day,8.82,B136,22.27,60.6,0.878,5.784,18.55,306.0,7.17,1.208,554.9,2.051,0,none,0
7450,Plant_A,L3,M12,night,10.43,B112,11.01,42.3,1.281,5.575,23.61,384.8,8.81,1.14,569.92,2.224,0,none,0
7451,Plant_A,L4,M08,evening,3.75,B106,21.57,48.6,1.225,5.238,18.69,363.4,8.72,1.169,568.65,2.511,0,none,0
7452,Plant_A,L4,M04,evening,6.82,B136,24.0,63.0,1.254,6.178,26.99,353.7,9.5,1.343,557.99,2.444,0,none,0
7453,Plant_C,L1,M04,evening,6.25,B092,23.3,63.7,1.044,5.655,24.03,398.6,7.41,1.285,527.56,2.406,0,none,0
7454,Plant_B,L4,M10,day,3.61,B003,22.58,43.3,0.756,4.879,16.63,308.7,9.62,1.211,523.7,1.718,0,none,0
7455,Plant_B,L2,M09,evening,2.74,B040,23.24,54.9,0.935,4.878,32.44,321.1,6.48,1.153,539.75,2.269,0,none,0
7456,Plant_A,L1,M06,evening,8.86,B137,19.42,49.0,0.906,4.079,25.59,331.1,8.15,1.157,553.37,1.92,0,none,0
7457,Plant_A,L3,M06,night,1.36,B107,27.88,59.7,1.145,5.964,22.77,374.0,10.9,1.188,532.01,2.493,0,none,0
7458,Plant_C,L3,M01,evening,10.76,B054,18.35,54.9,0.884,5.229,14.5,320.5,9.7,1.041,550.02,1.748,0,none,0
7459,Plant_A,L1,M13,day,2.42,B134,25.11,42.2,0.586,6.037,23.78,301.9,10.52,1.176,527.4,1.97,0,none,0
7460,Plant_A,L3,M13,day,8.68,B144,24.09,39.4,1.035,4.059,25.28,386.3,7.33,1.177,603.06,3.026,0,none,0
7461,Plant_A,L4,M10,night,9.26,B093,17.55,44.2,1.169,6.299,22.26,342.4,7.98,1.207,546.17,2.633,0,none,0
7462,Plant_B,L1,M07,day,12.39,B010,19.75,34.6,0.697,5.343,28.88,396.5,7.09,1.175,605.76,2.27,0,none,0
7463,Plant_C,L2,M15,day,10.45,B031,20.82,25.8,0.698,6.054,19.63,367.1,7.87,1.271,592.1,1.96,0,none,0
7464,Plant_C,L3,M17,day,5.81,B043,21.84,54.6,1.472,5.816,22.17,283.9,9.06,1.247,535.0,2.225,0,none,0
7465,Plant_C,L4,M02,evening,10.02,B082,30.7,54.7,0.978,4.96,10.0,388.0,6.14,1.131,643.75,2.228,0,none,0
7466,Plant_C,L2,M16,evening,6.95,B049,25.57,57.7,0.616,4.316,15.86,316.9,10.06,1.139,536.16,1.812,0,none,0
7467,Plant_C,L1,M14,day,7.28,B043,22.0,50.5,0.523,5.982,19.11,358.2,9.51,1.253,624.2,2.243,0,none,0
7468,Plant_A,L4,M14,evening,1.61,B123,18.86,46.2,2.15,5.726,19.67,317.4,7.61,1.116,527.47,3.259,0,none,0
7469,Plant_B,L3,M17,night,4.84,B019,14.19,58.9,1.013,4.739,27.69,361.3,7.69,1.246,542.96,1.9,0,none,0
7470,Plant_A,L1,M02,evening,5.58,B027,24.19,44.6,1.123,6.042,29.41,331.0,9.81,1.153,579.09,2.267,0,none,0
7471,Plant_A,L3,M05,night,3.53,B036,20.76,33.5,0.956,5.071,23.51,351.8,7.56,1.111,568.61,1.619,0,none,0
7472,Plant_B,L4,M13,evening,1.42,B067,26.96,43.4,0.577,5.72,20.42,283.7,7.45,1.244,541.99,2.188,0,none,0
7473,Plant_B,L1,M15,evening,6.5,B128,25.35,61.1,1.048,4.932,12.67,352.8,6.5,1.16,574.7,1.843,0,none,0
7474,Plant_B,L3,M08,day,4.95,B028,31.62,50.2,0.636,5.79,17.76,354.8,6.64,1.199,527.29,2.071,0,none,0
7475,Plant_A,L2,M01,evening,4.65,B019,17.98,29.1,0.633,4.234,27.93,377.5,8.7,1.385,566.3,2.187,0,none,0
7476,Plant_B,L3,M20,day,0.18,B034,21.25,53.9,0.664,4.987,21.9,314.4,8.43,1.349,494.58,1.943,0,none,0
7477,Plant_B,L4,M15,night,8.45,B042,16.54,51.6,1.114,4.799,26.78,298.5,9.59,1.093,574.87,2.163,0,none,0
7478,Plant_A,L4,M12,night,7.3,B010,14.77,38.2,1.11,5.313,14.57,395.0,8.26,1.2,603.27,2.119,0,none,0
7479,Plant_A,L3,M16,night,1.4,B043,22.84,55.2,1.127,6.13,22.38,393.2,8.48,1.359,551.74,1.682,0,none,0
7480,Plant_B,L2,M06,evening,5.37,B065,20.4,63.3,0.582,5.115,26.93,397.9,7.21,1.189,550.24,2.562,0,none,0
7481,Plant_A,L1,M17,night,12.24,B079,31.48,32.9,0.868,4.332,20.67,303.2,8.82,1.176,587.45,2.454,0,none,0
7482,Plant_C,L3,M17,evening,5.59,B056,27.77,48.0,0.773,4.967,21.96,369.2,8.14,1.252,568.05,1.904,0,none,0
7483,Plant_B,L4,M13,evening,1.65,B067,23.0,34.3,0.881,4.564,14.65,388.9,8.65,1.052,565.94,1.549,0,none,0
7484,Plant_B,L4,M16,evening,1.31,B120,24.12,60.4,0.412,5.221,22.43,343.3,7.8,1.132,486.07,1.841,0,none,0
7485,Plant_A,L2,M12,evening,1.62,B002,21.83,46.2,0.793,4.6,27.86,380.9,8.35,1.089,579.47,2.121,0,none,0
7486,Plant_A,L4,M15,evening,0.25,B066,32.38,56.6,0.693,5.577,22.8,359.9,9.36,1.224,522.96,1.972,0,none,0
7487,Plant_A,L3,M14,day,5.94,B073,15.93,61.7,0.944,5.039,22.07,317.3,9.39,1.297,542.84,1.982,0,none,0
7488,Plant_B,L1,M03,night,4.01,B020,21.18,56.5,1.42,5.211,16.88,342.0,7.24,1.179,556.69,2.851,0,none,0
7489,Plant_C,L3,M05,evening,1.09,B087,21.22,55.6,2.179,5.462,18.46,358.4,9.58,1.216,541.47,2.791,0,none,0
7490,Plant_C,L2,M17,night,3.97,B064,23.45,24.3,0.899,6.001,27.94,384.8,8.86,1.137,568.94,1.129,0,none,0
7491,Plant_B,L2,M02,day,2.98,B015,21.24,44.8,0.821,5.249,24.53,349.8,8.75,1.313,581.43,1.425,0,none,0
7492,Plant_A,L2,M19,day,2.83,B042,26.62,37.0,0.631,5.968,28.3,363.0,6.26,1.141,560.98,1.661,0,none,0
7493,Plant_A,L2,M12,evening,3.52,B036,24.75,54.1,0.674,5.225,23.63,289.8,8.62,1.117,478.77,2.26,0,none,0
7494,Plant_A,L3,M07,night,5.61,B067,24.16,28.5,0.873,6.59,20.94,351.0,8.07,1.284,554.18,1.995,0,none,0
7495,Plant_A,L3,M14,day,7.34,B093,23.58,52.5,0.925,5.651,22.97,354.6,9.58,1.123,594.95,2.519,0,none,0
7496,Plant_A,L4,M02,day,3.86,B096,26.29,37.7,0.724,5.119,24.78,302.9,6.95,1.242,533.83,2.42,0,none,0
7497,Plant_A,L4,M15,day,4.31,B145,19.99,19.3,1.215,5.539,26.71,347.7,6.28,1.223,530.63,1.491,0,none,0
7498,Plant_B,L3,M08,night,2.76,B052,25.92,59.2,0.686,5.201,22.03,377.2,8.71,1.189,532.12,2.079,0,none,0
7499,Plant_B,L4,M03,evening,10.14,B013,24.09,50.2,1.547,5.251,19.77,373.9,7.57,1.169,598.37,2.301,0,none,0
7500,Plant_C,L2,M13,evening,3.54,B004,17.82,48.9,0.872,4.265,16.68,380.9,8.47,1.33,602.87,2.412,0,none,0
7501,Plant_C,L3,M16,night,8.72,B038,25.53,50.1,0.864,6.61,29.57,340.6,7.87,1.173,539.84,2.521,0,none,0
7502,Plant_A,L1,M18,day,5.2,B053,24.57,65.6,0.947,6.911,22.98,363.1,8.39,1.141,528.83,2.319,0,none,0
7503,Plant_A,L2,M06,evening,3.26,B064,18.84,67.3,0.957,5.722,14.39,324.3,5.34,1.18,507.29,2.009,0,none,0
7504,Plant_A,L2,M14,day,4.81,B095,18.56,54.4,0.935,5.027,29.25,359.7,9.98,1.104,555.46,1.615,0,none,0
7505,Plant_A,L1,M20,day,11.17,B019,21.53,40.1,0.873,5.447,18.77,342.9,6.69,1.226,591.85,2.255,0,none,0
7506,Plant_C,L3,M19,evening,4.46,B062,28.17,32.2,0.963,5.537,19.29,308.8,6.09,1.074,525.45,1.684,0,none,0
7507,Plant_A,L1,M19,night,8.8,B094,20.35,42.8,0.742,4.943,18.86,398.7,4.49,1.396,647.87,2.227,0,none,0
7508,Plant_C,L1,M13,day,7.23,B094,17.27,52.7,0.871,4.763,24.2,318.4,7.87,1.223,587.52,2.229,0,none,0
7509,Plant_A,L3,M06,night,0.29,B028,25.19,44.0,0.91,5.373,26.65,309.4,6.07,1.107,520.29,1.523,0,none,0
7510,Plant_A,L4,M18,night,4.16,B032,20.16,48.2,0.81,5.56,23.93,407.5,10.64,1.133,570.29,1.883,0,none,0
7511,Plant_B,L3,M08,evening,9.49,B076,15.9,54.6,0.678,4.766,17.76,369.3,5.63,1.241,551.21,1.686,0,none,0
7512,Plant_A,L1,M04,evening,3.92,B136,18.22,44.7,0.696,6.514,21.32,380.6,9.55,1.209,558.99,2.637,0,none,0
7513,Plant_B,L3,M13,night,7.39,B128,20.66,57.8,0.674,4.697,26.09,381.4,8.03,1.269,586.82,1.643,0,none,0
7514,Plant_A,L3,M06,evening,4.73,B054,12.38,54.2,0.867,5.036,27.5,394.1,9.12,1.192,531.62,1.795,0,none,0
7515,Plant_A,L2,M19,day,6.18,B107,18.21,42.6,1.391,4.889,24.6,359.5,6.81,1.188,576.78,2.465,0,none,0
7516,Plant_C,L1,M09,day,4.08,B062,19.78,55.8,1.199,4.857,17.5,330.6,9.21,1.176,538.54,2.188,0,none,0
7517,Plant_A,L4,M16,evening,7.1,B078,24.0,43.6,0.603,5.555,26.21,371.6,8.93,1.211,598.78,1.839,0,none,0
7518,Plant_B,L1,M04,day,3.49,B003,19.09,62.7,1.135,4.985,22.85,367.4,7.17,1.209,567.5,1.892,0,none,0
7519,Plant_A,L2,M18,day,12.36,B055,28.16,52.5,0.796,5.577,20.01,358.2,7.05,1.108,558.18,1.793,0,none,0
7520,Plant_A,L1,M12,night,2.53,B053,20.93,45.0,1.475,6.139,30.07,395.0,7.32,1.079,521.01,2.93,0,none,0
7521,Plant_B,L1,M16,day,7.68,B009,22.33,66.0,0.4,5.878,13.05,354.2,6.95,1.334,594.43,1.869,0,none,0
7522,Plant_B,L2,M16,evening,7.27,B138,24.48,46.5,0.872,4.302,19.73,357.2,7.94,1.175,550.14,1.955,0,none,0
7523,Plant_B,L1,M15,day,8.09,B083,22.55,43.3,1.882,6.067,27.54,369.9,9.22,1.31,554.99,2.251,0,none,0
7524,Plant_B,L2,M11,day,6.87,B050,25.45,56.3,0.636,5.319,24.81,386.1,6.86,1.203,582.41,1.566,0,none,0
7525,Plant_A,L1,M07,evening,10.05,B144,19.52,49.0,1.034,5.772,24.2,355.0,6.41,1.218,553.7,2.43,0,none,0
7526,Plant_A,L3,M08,evening,6.21,B149,26.5,48.4,1.067,5.025,19.38,323.7,7.18,1.276,585.63,2.333,0,none,0
7527,Plant_B,L2,M12,night,8.3,B083,21.69,61.1,0.571,5.747,22.66,382.2,7.59,1.162,561.88,2.363,0,none,0
7528,Plant_C,L3,M06,evening,5.07,B064,24.37,69.9,0.849,5.483,20.63,399.5,9.8,1.068,557.58,1.968,0,none,0
7529,Plant_A,L1,M11,day,11.56,B044,27.12,50.2,0.532,5.706,26.56,293.8,8.09,1.062,555.44,2.17,0,none,0
7530,Plant_C,L3,M12,day,10.33,B077,15.97,38.5,0.649,5.948,28.12,392.4,8.88,1.21,601.39,1.658,0,none,0
7531,Plant_C,L2,M11,evening,3.05,B018,13.54,53.1,1.472,6.514,16.97,360.1,9.82,1.175,551.3,2.034,0,none,0
7532,Plant_A,L2,M13,day,2.94,B045,24.8,63.5,0.781,5.675,27.43,347.1,8.22,1.148,514.36,2.424,0,none,0
7533,Plant_A,L3,M18,day,4.7,B088,23.39,40.9,1.216,5.128,24.43,350.1,5.44,1.246,553.36,2.783,0,none,0
7534,Plant_B,L4,M18,day,4.82,B115,19.55,55.5,0.811,5.163,19.14,345.4,6.07,1.187,571.71,2.336,0,none,0
7535,Plant_A,L2,M12,day,11.25,B144,22.35,49.1,0.862,5.345,17.94,320.0,7.29,1.173,578.46,2.007,0,none,0
7536,Plant_B,L1,M14,evening,5.29,B066,28.81,54.7,1.719,4.001,23.56,354.8,8.51,1.214,532.36,1.905,0,none,0
7537,Plant_B,L3,M09,day,6.14,B089,19.95,42.8,1.115,6.409,23.49,354.8,7.31,1.169,584.63,2.136,0,none,0
7538,Plant_A,L4,M15,day,3.32,B052,22.28,54.3,1.705,4.63,15.79,323.2,7.91,1.183,485.5,2.656,0,none,0
7539,Plant_A,L1,M09,evening,8.66,B072,30.83,68.1,0.82,4.653,23.8,338.8,9.23,1.156,559.43,1.925,0,none,0
7540,Plant_A,L1,M13,day,7.26,B025,20.86,44.4,0.74,5.612,24.5,313.2,7.01,1.181,550.41,2.462,0,none,0
7541,Plant_A,L4,M15,night,1.87,B082,22.39,35.7,0.868,4.952,24.21,378.0,9.06,1.118,533.09,1.436,0,none,0
7542,Plant_C,L1,M20,evening,8.14,B016,22.63,57.7,0.895,4.828,24.68,366.5,8.25,1.056,546.25,2.52,0,none,0
7543,Plant_B,L3,M18,evening,4.64,B018,20.46,48.3,0.84,4.621,19.0,299.5,6.2,1.194,519.85,2.657,0,none,0
7544,Plant_A,L1,M09,evening,8.36,B056,26.26,38.8,0.659,4.127,20.39,366.2,8.91,1.318,595.9,2.351,0,none,0
7545,Plant_B,L4,M01,night,5.05,B124,20.31,45.5,1.168,5.928,21.29,451.4,6.52,1.261,624.13,2.445,0,none,0
7546,Plant_A,L2,M08,day,7.77,B022,28.72,50.1,0.988,5.858,28.53,380.9,8.11,1.24,613.14,2.449,0,none,0
7547,Plant_A,L4,M07,day,2.96,B001,21.9,52.4,0.612,5.216,23.97,362.9,7.85,1.214,512.96,1.61,0,none,0
7548,Plant_A,L2,M03,day,5.5,B121,20.64,46.7,1.543,5.198,15.1,367.9,7.22,1.258,576.27,2.798,0,none,0
7549,Plant_B,L2,M07,day,8.74,B061,19.84,46.4,0.667,4.725,23.18,375.3,8.7,1.224,569.14,2.191,0,none,0
7550,Plant_B,L3,M14,evening,3.2,B066,24.06,30.9,0.97,5.694,14.45,322.2,8.86,1.35,574.39,1.973,0,none,0
7551,Plant_A,L2,M16,night,5.5,B053,21.87,44.7,0.955,5.438,26.21,343.1,7.47,1.154,531.52,2.151,0,none,0
7552,Plant_A,L2,M11,day,8.14,B133,19.61,51.1,0.898,5.351,17.99,333.1,5.58,1.164,567.78,1.656,0,none,0
7553,Plant_B,L3,M16,evening,6.43,B132,21.34,28.7,1.293,5.688,18.91,384.9,8.4,1.14,600.37,1.855,0,none,0
7554,Plant_B,L2,M16,night,7.64,B026,24.59,71.8,1.837,5.609,26.68,278.9,9.74,1.153,515.64,3.421,0,none,0
7555,Plant_B,L3,M20,night,1.64,B033,22.46,66.4,1.058,4.883,23.08,354.0,6.02,1.123,510.49,1.465,0,none,0
7556,Plant_A,L2,M09,night,3.74,B043,15.8,55.0,1.386,4.803,19.59,364.6,8.67,1.29,559.18,2.142,0,none,0
